# radius, density, mass, x, y, vx, vy,
15305.1428478, 1040.87529766, 1.17235931003e+16, 1.19613114971e+15, 3.55702378421e+14, -369.475150137, 1242.44526586,
14225.4925813, 4706.24510914, 4.25624241582e+16, 1.7040504631e+14, -1.1792512786e+15, 1312.90561291, 189.718464443,
96161.0529821, 5356.00834295, 1.49619689249e+19, -5.04188515587e+14, 2.10297902609e+14, -754.170840436, -1808.12205838,
96277.8690343, 9693.48891876, 2.717749338e+19, 3.15739970735e+14, -9.1426998411e+14, 1391.65421207, 480.602959552,
44762.5036715, 168.308812118, 4.74241806695e+16, 1.14746225376e+15, -4.48610611593e+14, 475.00773353, 1214.98116715,
58139.3988218, 3950.42956897, 2.43896633709e+18, -6.68100011759e+14, -3.34037076876e+14, 749.243572224, -1498.54514383,
14170.7446226, 4149.3628678, 3.70944813604e+16, 4.00800056227e+14, 9.1010354333e+14, -1328.87753804, 585.223731814,
36869.4479979, 9200.51935759, 1.4486455029e+18, 4.14866599296e+14, 8.70051728846e+14, -1331.26574473, 634.787190193,
99.1702005118, 9213.78350713, 28231337260.4, 5.6038040738e+13, -4.44487429514e+13, 3364.59369362, 4241.85760834,
2023.0999228, 7661.80682332, 1.99311827473e+14, 1.09881384828e+14, -8.12932804205e+14, 1584.32215704, 214.147481476,
33048.6023285, 1184.31659895, 1.34300299382e+17, 1.24418321385e+14, 4.05757091117e+13, -1241.04167285, 3805.43741775,
95765.2155524, 6590.69736127, 1.81846360726e+19, -3.36619169182e+13, -3.24103897526e+13, 4645.99501924, -4825.40011192,
23517.514542, 2072.12690684, 8.46721303105e+16, 2.41057811616e+14, 1.28208759387e+14, -1301.26553545, 2446.63643737,
21510.008514, 9164.68652576, 2.86542624426e+17, -6.46730094197e+13, -7.45819747842e+12, 650.150759089, -5637.7169267,
64865.0670006, 5083.47584519, 4.35856221963e+18, -3.91463737233e+14, -6.19549773272e+14, 1429.91920744, -903.497250805,
74056.0912402, 9809.19760288, 1.25160045801e+19, 3.51946522906e+14, 2.65668660796e+14, -1313.73805928, 1740.38420861,
92868.3313269, 8315.867418, 2.09247537506e+19, -2.12819102502e+13, -2.64564712184e+14, 2801.56818665, -225.361584377,
49700.4752991, 615.802852533, 2.37505239637e+17, 4.04818200955e+14, -1.23120870066e+15, 1208.27478948, 397.277590936,
2921.9224866, 4856.83311932, 3.80635356087e+14, -1.25940536468e+14, -3.16825934228e+14, 2304.47990607, -916.046965525,
6086.4235347, 7753.46299335, 5.49201989452e+15, 1.48350527478e+14, -5.74523905814e+14, 1820.07777652, 469.970867123,
10877.8519885, 7915.97663718, 3.20098627575e+16, -4.52838341759e+14, 1.70727250674e+14, -734.287797149, -1947.63089736,
9149.1699652, 7084.15552306, 1.70444521492e+16, -1.54900213602e+14, 3.75585828424e+14, -2100.1399697, -866.145912015,
20498.5538641, 5508.48237388, 1.49056701746e+17, 4.37929677013e+14, 1.39801987812e+14, -649.479049758, 2034.49289198,
40165.5192111, 5305.26016391, 1.07998249158e+18, -1.17906580814e+15, 6.07180179072e+14, -575.653882021, -1117.84579439,
7094.89611023, 3264.40045059, 3.66261629598e+15, -9.84847013922e+14, -5.2092319554e+14, 641.41365846, -1212.64388231,
5689.16830455, 7280.0223819, 4.21142366028e+15, -1.56048062748e+14, 1.18027202362e+15, -1315.62593716, -173.943696612,
82910.7780895, 1173.77887847, 2.10169231233e+18, 6.32655227254e+14, 8.93835040002e+14, -1129.42762343, 799.407337805,
26657.3195353, 7669.97746529, 4.56450191982e+17, 4.05461475239e+13, -4.09609127111e+14, 2245.98670654, 222.324412013,
91940.2992419, 4970.43129753, 1.21356121123e+19, 1.1590178098e+15, 2.08794384932e+14, -236.564138947, 1313.16773816,
23239.2175305, 7295.98526931, 2.87672484844e+17, -6.77133969297e+14, 6.60579538169e+14, -1039.61156987, -1065.66472038,
13005.2204884, 7530.59949655, 5.20394361453e+16, 2.96010291922e+14, -1.01287034763e+13, 90.9872495343, 2659.0927811,
22568.2512528, 1476.78822879, 5.33288009725e+16, 1.00871220183e+15, 3.38933398589e+14, -447.08424648, 1330.58393344,
48550.1110428, 6117.65336658, 2.19940607895e+18, -1.09688263063e+15, -6.1366916561e+14, 630.612899536, -1127.16814681,
25099.9964768, 9941.35922222, 4.9387452067e+17, -2.67271461459e+14, 7.30832999291e+14, -1541.6052907, -563.777360134,
65088.8566852, 1865.40699813, 1.61600761706e+18, -1.22841044126e+14, -8.73279127857e+14, 1526.89573136, -214.782948462,
97104.6021439, 856.969311451, 2.46510022986e+18, 3.32406316612e+13, -1.46101493359e+14, 3647.5556974, 829.882382539,
92641.7115843, 2550.91543534, 6.37185148791e+18, -1.14175408598e+14, 4.4818992681e+12, -168.023390871, -4280.35932072,
56023.8798128, 3185.26898215, 1.75960638887e+18, 3.55910154993e+12, 1.81635090927e+13, -10444.7015805, 2046.61739061,
85965.8993019, 3794.19452029, 7.57265371033e+18, -3.25392887011e+14, -2.55131209412e+14, 1389.43103578, -1772.07240571,
25602.5601815, 9927.72329153, 5.2341928947e+17, -3.27036832343e+14, -1.15510726361e+15, 1271.5730453, -360.010913208,
62656.7856072, 704.242582836, 5.44222493329e+17, 1.05629719404e+14, 1.34355283912e+13, -559.907274199, 4401.97411997,
99428.6943968, 5386.64466202, 1.6634257129e+19, 4.02758176028e+14, 4.52181600356e+14, -1389.51558196, 1237.64160442,
61327.6904215, 6550.33901158, 4.74660922525e+18, 8.99703081336e+14, -6.35300971675e+14, 795.85209831, 1127.0730206,
52268.6987293, 1225.20744477, 5.49647888741e+17, 6.41318112597e+14, 5.18050756953e+13, -145.348844512, 1799.33810306,
80399.9269748, 1293.42872461, 2.11183185805e+18, -2.93357902853e+14, 2.46423418513e+14, -1504.67392882, -1791.25827772,
23234.3557765, 2960.81865775, 1.16668492734e+17, 7.40932352374e+14, -3.34194124815e+13, 75.7594879808, 1679.64220422,
25840.259786, 9026.47172143, 4.89281195891e+17, -2.68877201602e+14, 8.65599175152e+14, -1452.46823437, -451.17371352,
50530.0863418, 5514.94388958, 2.23532714392e+18, -6.59629683465e+14, 4.36882077067e+14, -898.904063676, -1357.21704806,
45291.4488788, 4726.20532393, 1.37946631472e+18, 2.29701918169e+14, 4.87758824115e+14, -1784.10814078, 840.196100811,
68163.3353613, 9109.41789902, 9.06343862321e+18, -7.17300746763e+14, 7.04975748545e+14, -1012.07851024, -1029.77254562,
49088.0110861, 7845.78289201, 2.91549611421e+18, 7.62046979388e+14, 5.11039328571e+14, -841.949333374, 1255.49035157,
43073.0690169, 6598.93160214, 1.65668885447e+18, -1.28020144325e+13, 1.63036176339e+14, -3569.63562182, -280.296850525,
10094.5429407, 3068.00071136, 9.91437423502e+15, 1.07161507185e+14, -5.28432925772e+14, 1932.61872887, 391.917925055,
56118.4242315, 8917.03434733, 4.95092919824e+18, -5.48986670698e+14, -9.46760119111e+14, 1197.3904282, -694.316724408,
31565.2001233, 6940.42839512, 6.85743645583e+17, 2.97783876391e+14, 9.39031725441e+13, -779.324058892, 2471.37698263,
38959.0322024, 5380.69073303, 9.99568089154e+17, 2.67383063343e+14, -1.13160483734e+14, 1047.36009928, 2474.77160338,
1949.01729796, 9096.71104754, 2.11583283852e+14, -4.28485369374e+13, 5.65621132448e+14, -1917.08479118, -145.228446702,
71907.5276548, 5585.28591255, 6.52406611149e+18, -6.96643205235e+13, -1.02898972065e+13, 797.321587692, -5398.00014817,
42834.3410352, 440.284101219, 1.08707409398e+17, -8.08852892471e+14, 4.49040446968e+14, -730.707755687, -1316.21791696,
86742.3002641, 2907.40880491, 5.96140706957e+18, -8.73192694098e+13, 1.13850924619e+15, -1351.10587479, -103.62461111,
5130.99420466, 3386.41961589, 1.43712722321e+15, 7.91462738451e+14, 2.33767033347e+14, -451.504551416, 1528.65450517,
34326.971056, 5186.09076201, 6.59016726097e+17, 9.66722777162e+14, 8.60765675809e+14, -846.350769587, 950.53344879,
41234.3099343, 2771.88821658, 6.10522646004e+17, -2.77446013717e+14, 6.80688762736e+14, -1563.98385382, -637.473555485,
92101.8131382, 4705.62649172, 1.15497308722e+19, 7.3821484663e+13, -1.34420670449e+14, 3240.98103111, 1779.89018119,
79551.9256239, 407.961364228, 6.45239577064e+17, -5.37329572908e+14, -4.80441497229e+13, 175.571396413, -1963.6043929,
30387.5656583, 9080.25125758, 8.00452323016e+17, -6.08076467931e+14, 6.7554605572e+14, -1128.86201332, -1016.1178798,
36493.8284701, 7722.60422552, 1.17915780584e+18, -3.50600955127e+13, 4.44776904374e+14, -2161.12204549, -170.353146902,
28455.0768898, 8648.38568655, 6.25985411913e+17, -2.31438664589e+14, -4.63701546603e+14, 1799.69005214, -898.245574966,
36972.8437504, 6870.09230385, 1.09083989048e+18, -5.20396255167e+13, 9.94305952975e+14, -1449.1622544, -75.8457301865,
19558.9380939, 4250.05728235, 9.99034468717e+16, 1.43619858948e+14, 9.30535578558e+13, -1903.312538, 2937.59297915,
49805.8713037, 1720.29538129, 6.67720211339e+17, -9.42428661019e+13, -6.04990825284e+13, 2337.46678221, -3641.20511861,
25029.7901776, 2028.20099382, 9.99154136739e+16, -4.72170524996e+13, -1.12772781143e+15, 1361.74375969, -57.0151112176,
26626.3808093, 276.408431728, 1.63922125418e+16, 1.24477129028e+14, 6.48519455659e+14, -1749.93680673, 335.883692897,
64789.7186558, 4841.1515317, 4.13634573042e+18, -6.83731518535e+14, 2.21064687742e+14, -525.501532522, -1625.32498742,
6728.66937892, 8915.33898735, 8.53248044145e+15, 7.71545900776e+14, -1.58538823489e+13, 33.8628507552, 1647.97133685,
4948.84356936, 9743.86278164, 3.71015634114e+15, -5.60567988705e+14, 9.4214474029e+14, -1188.47946453, -707.135023483,
67507.405396, 7608.26950968, 7.35343081087e+18, -6.85472838454e+14, -1.03456782329e+15, 1083.53615023, -717.917746662,
70988.5328831, 9536.02047204, 1.07172077534e+19, 1.11672072244e+15, 6.19183244114e+14, -621.37819227, 1120.6793956,
42707.0436359, 8129.62852897, 1.98938619798e+18, 2.64647976388e+14, 9.87888708628e+14, -1383.0533276, 370.509614279,
69051.9695469, 6746.91244029, 6.97883865191e+18, -6.53011675795e+14, 3.6167144849e+14, -812.000154615, -1466.09743159,
1539.69700918, 9510.15847066, 1.09054458333e+14, -6.27387140024e+14, 6.68376594534e+14, -1102.67431547, -1035.0507346,
7122.967977, 7015.34416016, 7.96492755282e+15, -1.63529448407e+14, 6.85847883228e+14, -1677.42799044, -399.955851331,
53977.3751479, 4346.2994112, 2.14735969995e+18, -3.41413479662e+14, 1.59179996085e+14, -996.934065271, -2138.2506382,
97812.3813253, 3750.3439313, 1.10256059472e+19, -5.6236076783e+14, 6.77606142473e+14, -1187.41120512, -985.459598408,
